plate,review_reason_code,customer_meaning,reviewer_comments,status
69BCUDA,1.0,FOR A 1969 BARRACUDA,don’t find a 69 on ani but plate clearly describes a 1969 car,Y
8WNDER8,2.0,"8 SYMBOLIZES INFINITY WNDR SYMBOLIZES ""WANDER"" OR ""WONDER""",88=HATE SYMBOL,N
8 1UP,1.0,INFINITE 1 UP GAMING TERM FOR HAVING UNLIMITED LIFES,ATE ONE UP,N
88NFLYN,2.0,YEAR I WAS BORN AND BACK TO THE FUTURE REFERNCE,88=HATE SYMBOL,N
HI#BLUE,2.0,HELLO BLUE CAR,blue=gang color,Y
#GSTNGA,2.0,LAST NAME OF REGISTERED OWNER,"NGA… A GIFT FOR CUSTOMER, LAST NAME IS GASTANAGA",N
I$UH8RZ,2.0,SHOW CAR,I love you haters,N
DRONCOP,5.0,WE SHOULD BE PROTECTED,drone cop? Pulled for cop,N
STONZE,3.0,ROLLING STONES,stones can mean balls. STONES has been out since 1986,Y
14 XTS,2.0,2014 XTS,"14=HATE SYMBOL, NO 2014 CAR",Y
SHICHYA,3.0,SONG TITLE BY FAVORITE MUSIC GROUP,"it is a song, cant find a meaning to the word. Sounds like 'shit yeah' ?",N
33JUMP,3.0,YEAR OF VEHICLE AND LAST NAME OF OWNER,it IS his last name and he does have a 1933 Chevy. My only concern it that it is a Memorial plate and it says 'jump',Y
D GIRL,1.0,PERSONAL MEANING,D=slang for dick,N
DUCKY 14,2.0,NICKNAME AND YEAR OF MARRIAGE,14=hate symbol,N
FATDAWG,2.0,NICKNAME,FAT DOG,Y
FMRGMAN,5.0,RETIRED FBI AGENT,"FORMER G MAN, G MAN IS A FEDERAL AGENT",Y
JAP STYL,2.0,KEEP IT JAPANESE STYLE!,JAP,N
JIJIKAT,1.0,CAT NICKNAME,"NO CAT CAR, NAME IS KATHERINE",Y
KIKZGAZ,2.0,"IT MEANS ""KICKS GAS"" FOR.A 100% ELECTRIC VEHICLE WHICH REQUIRES NO MORE GAS.","kicks ass? KIKZGAS is unacceptable… has a Tesla, electric car",Y
KLS CHGR,2.0,KELLS CHARGER,LOOKS LIKE KILLS CHARGER BUT DOES HAVE A DODGE AND LAST NAME IS KELLY,N
LILLTRD,3.0,TRUCK NAME,LIL' TURD,N
OKITTEH,1.0,NICKNAME,KITTY=PUSSY,N
SILLI G,2.0,LAST NAME SPELLED BACKWARDS,"last name is Gillis, half  space between silli and G so seems like Silly G (gangster)",N
SISSA 13,2.0,NICKNAME,"13=GANG NUMBER, NO 2013 CAR ON ANI",N
REDRKET,2.0,RED ROCKET,RED=GANG COLOR,Y
WHT BOY,2.0,FAMILY JOKE. EVERY TIME I ASK MY DAD A QUESTION HE SAYS WHAT BOY BUT HE CANT SPELL,WHITE BOY,N
515OFRK,1.0,CRAZY PERSON,CRAZY FREAK… FREAK CAN HAVE SEXUAL CONNOTATIONS,N
NRSKTY1,1.0,NURSE KITTY 1,kitty=PUSSY no cat car,N
TNT SVY,2.0,NIECE'S INITIALS,"TNT SAVVY, EXPERIENCED WITH EXPLOSIVES?",N
TNT3456,2.0,REMIND MYSELF TO WORK HARD TO HAVE BETTER LIFE,TNT=EXPLOSIVES,N
BUDHA13,2.0,,13-GANG,N
DAM ESE,3.0,,DAMN ESE,N
HELLROD,3.0,,"HELL ROD. ON AN AUTO, NO DODGE LISTED",N
NEGRO 1,2.0,,NEGRO…. COLOR BLACK IN SPANISH,N
CMBT DK,2.0,,COMBAT DICK? ON A VET PLATE,N
BORN N14,2.0,BORN IN 2014,14. BORN IN 14.,Y
BZ CHULA,3.0,,BZ-BITCH CHULA. BUSY CHULA,N
FRANK 14,2.0,,14-HITLER,N
HOMER18,2.0,,18-HITLER,N
WHO CHI,1.0,NICKNAME,HOOCHIE… VAGINA,N
18$UCLA,2.0,MY GRADUATION YEAR AT UCLA,18-HITLER,Y
DADDY13,2.0,NICKNAME AND FAVORITE NUMBER,13-GANG,N
MUGGINN,2.0,MAD LOOKING FRONT BUMPER,MEAN MUGGIN….. MUGGIN-ROBBERY,N
OGLUV LA,2.0,ORIGINAL LOVE FOR LOS ANGELES,OG,N
OG49ERS,2.0,OLD SCHOOL 49ERS FAN,OG,N
PATRON G,2.0,IT IS MY NAME INITIAL AND A BRAND THAT I LIKE,G,N
SIKVATO,2.0,A HAPPY GUY,VATO-GANGSTER/MAN,N
SHMANG,1.0,SHORT FOR MY CAT'S NAME. HIS FULL NAME IS SHMANGLE BUTT,SEX AND BANG,N
LEO#18,2.0,,18-HITLER,N
CJBAE13,2.0,CASSANDRA JEANE BROOKLYN,13-GANG,N
ABORATE,2.0,,"MEANS GET LOST, IN A RUDE WAY",N
ARSEN 3D,2.0,ARSEN IS MY NAME AND I AM A 3D DESIGNER.,ARSEN TO BURN PURPOSELY,Y
AUTO 211,2.0,,211 ROBERY,N
AXE 14,2.0,MY GSD NAME,14 GANG REFERENCE,N
BAA DNKY,3.0,,BAD ASS,N
BAD ISIS,2.0,PERSONAL SAYING,ISIS,N
BC NORTE,2.0,,NORTE GANG REFERENCE,N
BENZOVR,2.0,I BOUGHT A MERCEDES BENZ OVER A BMW,BEND OVER,N
BIG DMY,2.0,NICKNAME,BIG DUMMY,N
BOOOOM1,2.0,,BOOM,N
BUCKN4X,2.0,BUCKING HORSES AND 4X4,GUN SOUND,Y
CMB14,2.0,MY INITIALS AND BASKETBALL NUMBER,14 GANG REFERENCE,N
DIE4MEE,2.0,I AM A WILL AND TRUST LAWYER. SO I WORK WITH FAMILIES OF PEOPLE WHO HAVE DIED.,DIE FOR ME,N
F ONE,3.0,FORMULA ONE RACING,FUCK ONE,N
FUNNY MF,3.0,I'M A STAND-UP COMIC AND MOTIVATIONAL SPEAKER,FUNNY MOTHER FUCKER,N
FXBDY92,3.0,FOX BODY 92,FUCKS FX,N
GDTUP 66,2.0,GIDDY UP 66 MUSTANG,GET IT UP,N
JAPXCN,2.0,JAPANESE MEXICAN,JAP SLANG FOR JAPANESE,N
JIT2FYB,3.0,INITIALS,"FYB FUCK YOUR BITCH, OMW2FYB",N
KIWI 818,2.0,PERSONAL FAMILY,818 AREA CODE,N
LARRY OG,2.0,LARRYS ONE GOAL,OG ORIGINAL GANGSTER,N
LTH1CKG,2.0,LOVE THINK GIRLS,G AS IN GANGSTER,N
MAKAPOB,2.0,MY LAST NAME IN RUSSIAN,GUN,N
MOBBIES,2.0,MY NICKNAME FOR MARIA,MOB,N
NACIDAD,2.0,LAKE NACIEMENTO DAD,SOUNDS LIKE NATZI DAD,N
NACIMOM,2.0,LAKE NACIMIENTO MOM,SOUNDS LIKE NATZI MOM,N
OG AUTO,2.0,MY BUSINESS NAME,ORIGINAL GANGSTER,N
ORNGTTS,1.0,,ORANGE TITS?,N
PIMMPNN,1.0,VERY CLEAN NICE LOOKING AUTO.,PIMPIN,N
RIV7O7H,2.0,,707 AREA CODE,N
RX8 13B,2.0,RX8- CAR MODEL 13B- ENGINE MODEL,13 GANG REFERENCE,Y
SURG 2O9,2.0,,209 AREA CODE,N
VANYA G,2.0,"GOD'S BLESSING, (DAUGHER'S NAME, FIRST CHILD)",G.. CUSTOMER LAST INITIAL IS G,N
714 65 SS,2.0,AREA CODE WHERE I LIVE AND YEAR OF MY CAR AND ITS A SUPER SPORT MODEL,714 AREA CODE,N
805 HAUL,2.0,805HAUL,805 AREA CODE,N
8YNG8,2.0,LUCKY NUMBER AND LAST NAME ABBREVIATED,88 HITLER REFERENCE,N
88  GLI,2.0,YEAR AND MODEL OF MY CAR,88 HITLER REFERENCE,Y
619 DAGO,2.0,,619 AREA CODE,N
PMS$LFE,2.0,INITIALS FOR BUSINESS: PROFESSIONAL MEDICAL SPECIALTIES,PMS PRE MENSTRUAL LIFE??,Y
SWT TIT,1.0,ITS THE INTIALS OF MY KIDS,LOOKS LIKE SWEET TIT,N
ROC &RED,2.0,NICKNAME AND COLOR OF CAR,ROCKSTAR RED,Y
PSYD4ME,1.0,DOCTORATE IN PSYCHOLOGY FOR ME (MARY ELLEN),PSY LOOKS LIKE SLANG FOR VAGINA,N
DIVABLZ,1.0,I SING THE BLUES PROFESSIONALLY IN MULTIPLE BAY AREA BANDS.,DIVA BLZ LOOKS LIKE BALLS,N
DYCEKUP,1.0,I MANUFACTURE DICE CUPS,CAN NOT TRANSLATE,Y
F CREOLE,3.0,,FUCK CREOLE,N
STMRO13,2.0,,13 GANG REFERENCE,N
TOTO XIV,2.0,THE BAND TOTO'S LATEST ALBUM,XIV GANG REFERENCE,Y
AMFYOYO,3.0,MY FAMILIES FIRST NAME INITIALS AND THE NAME OF OUR DOG,ADIOS MOTHER FUCKER YOYO,N
DAMSRT8,3.0,DESTROY ALL MUSTANGS,DAM SRT… LOOKS LIKE DAMN STRAIGHT AT A QUICK GLANCE,N
ALUPNYA,1.0,,ALL UP IN YA,N
FN PRFKT,3.0,,FUCKING PERFECT,N
I82I3II,6.0,,LOOKS LIKE AN EXEMPT,N
JEFE 53,2.0,,JEFE BOSS,N
JKSJK 88,2.0,,88 HITLER REFERENCE,N
KRMN G,2.0,,G AS IN GANGSTER,N
ROLLY G,2.0,,G AS IN GANGSTER,N
7TTJB81,6.0,,LOOKS LIKE AN AUTO PLATE,N
187 V ROD,2.0,,187 MURDER,N
ASHHH$D,1.0,,ASH LOVES THE D D AS IN PENIS,N
GOATS13,2.0,,13 GANG REFERENCE,N
NOT PINK,1.0,,PINK,N
AA ANG13,2.0,GRANDMOTHER AND GRANDFATHERS INITIALS,"13=GANG NUMBER, NO 2013 CAR ON ANI",N
ADAMS G,2.0,ADAMS G35,G=GANGSTER,N
BEEZYS,3.0,NOT ON QUICKWEB YET,BEEZY IS SLANG FOR BITCH,N
BIGUANO,3.0,NOT ON QUICKWEB YET,"guano=bat shit, cant find a meaning for biguano. His name isnt Juan.",N
BLAX TRK,2.0,NOT ON QUICKWEB YET,blacks truck… not sure if this is to describe the truck or the driver?,Y
BREN 13,2.0,BRENDA IS HER NAME 13 FAVORITE NUMBER,"13=GANG NUMBER, NO 2013 CAR ON ANI",N
C 4 FAM,2.0,NOT ON QUICKWEB YET,"c4=an explosive, LAST NAME STARTS WITH 'C'",N
C88BY8,2.0,NOT ON QUICKWEB YET,"88=HATE SYMBOL, NO 88 ON ANI",N
DNGR GPA,2.0,DNGR = GRANDSON'S NAME GPA= GRANDFATHER (PA),DANGER GRANDPA?,Y
END OF5O,5.0,END OF THE 50'S,end of police,N
ES 13RS,2.0,ERICK'S 2013 RS,"13=GANG NUMBER, NO 2013 CAR ON ANI",N
HH BLOND,2.0,NOT ON QUICKWEB YET,hh=heil hitler,N
HH DSIGN,2.0,NAME OF MY COMPANY; (H AND H DESIGN),hh=heil hitler,N
I HADYOU,1.0,NOT ON QUICKWEB YET,pulled because of 'you' and could imply sexual connotations with 'had',N
I5BLK88,2.0,BLACK CAR,"88=HATE SYMBOL, NO 88 ON ANI",N
JJDAM73,3.0,INITIALS AND DATE OF BIRTH,DAMN. SHAORT FOR HIS LAST NAME DAMBROSIO,N
MAXXKAT,1.0,FIRST NAMES MIXED TOGETHER,"no cat car, customer is Maxim and wife is Kathleen",Y
MC PANDA,5.0,NOT ON QUICKWEB YET,"panda can mean police, mc are his initials.",Y
MM 14 LW,2.0,NOT ON QUICKWEB YET,"14=HATE SYMBOL, NO 2014 CAR",N
MYED2O9,2.0,MY ED-209. A REFERENCE TO TO THE DROID IN THE MOVIE ROBOCOP.,"customer meaning is true (Robocop), pulled because 209  is an area code (Stockton) but customer lives in Oceanside",N
OK2H8ME,2.0,OK TO HATE ME 😀,hate. This plate was a gift…,N
OMFUG,3.0,OTHER MUSIC FOR UPLIFTING GORMANDIZERS,"His meaning is true, its part of the name of a Club in New York ""CBGB & OMFUG"" pulled because it looks so much like OMFG- oh my fucking God",N
PNTR8RS,1.0,PANTHER TRAILERS. MOTORHOME IS A 2001  SAFARI PANTHER,has a Safari motorhome (it's not a trailer) and this looks like 'panty raiders',Y
PUT4DOE,1.0,NOT ON QUICKWEB YET,"put for dough=sex for money. Put=short for put out, can mean sex (dictionary.com)",Y
RED ETIC,2.0,RED E-TICKET RIDE,RED=GANG COLOR,Y
RED 27,2.0,LUCKY ROULETTE NUMBER,RED=GANG COLOR,Y
SED8N RN,2.0,SEDATING RN,SEDATING NURSE. questioning because of 'sedating',N
SLAY3R G,2.0,VIDEO GAME GAMER TAG,substituting but pulled for 'slay' (kill) and 'G',N
SUC IO72,2.0,NICKNAME AND YEAR OF BIRTH,"according to Google sucio=dirty, filthy. sinful, tainted. obscene, vulgar. But he also put a 1/2 space so it says 'suck' at the beginning.. Whether or not it was intentional",N
TNN MAN,5.0,"TIN MAN, CHARACTER IN WIZARD OF OZ THE MOVIE",tin man is also slang for police (because of badge),Y
TURNOUT,1.0,TURN-OUT- A TURN IN A ROAD. A POINT AT WHICH A RAILROAD TRACK DIVERGES.,TURN OUT CAN HAVE A SEXUAL CONNOTATION. THE RAILROAD THING IS TRUE.,N
V 1 3 V,2.0,LUCKY,"13=GANG NUMBER, NO 2013 CAR ON ANI",N
1TL13,2.0,NOT ON QUICKWEB YET,"13=GANG NUMBER, NO 2013 CAR ON ANI",N
1951DTF,1.0,NOT ON QUICKWEB YET,DTF=DOWN TO FUCK,N
72 BLEU,2.0,YEAR AND COLOR OF CAR,BLUE=GANG COLOR,Y
RYDAME,1.0,NOT ON QUICKWEB YET,ride me? a m/c,N
SRDAR G,2.0,NOT ON QUICKWEB YET,"G=GANGSTER, NOT THEIR NAME",N
TCTA69,1.0,NOT ON QUICKWEB YET,no 1969 on ani,N
YH8ONME,2.0,NOT ON QUICKWEB YET,"why hate on me, just pulled because of the word hate",N
1818 SFV,2.0,NOT ON QUICKWEB YET,18=hate symbol,N
LARAF$N,2.0,LARA FUN ( LARA FAMILY NAME) LARA FAMILY  LOVES FUN,could say 'fun' or could say farting. Her last name is Lara though,N
BLDNGUT,2.0,TRAUMA SURGEON (BLOOD AND GUT),BLOOD AND GUT,N
PRD MNKY,1.0,PROUD MONKEY,MONKEY=FEMALE ANATOMY,N
SO HUMM,1.0,YOGIC BREATHING TECHNIQUE,"NO HUMMER ON ANI, HUM CAN HAVE SEXUAL CONNOTATIONS",N
3BOYZ1G,2.0,NOT ON QUICKWEB YET,"3 BOYS, ONE G. G=GANGSTER",N
77AF777,3.0,NOT ON QUICKWEB YET,could mean AF=AS FUCK.. NOT CUSTOMER INITIALS,N
IPELANA,3.0,I AM COOL (MAYAN LANGUAGE),"google translate says in Mayan pelana means ""saddle"" and Urban Dictionary says in Spanish it means fuck your mother. Or in this case I fuck your mother",N
TRDTEN7,2.0,NOT ON QUICKWEB YET,TRD=TURD OR TARD OR TOYOTA RACING DEVELOPMENT (NO TOYOTA ON ANI) 10-7 IS POLICE CODE FOR OUT OF SERVICE,N
/A2ZCARS/,1.0,My shop name,"Sexual, looks like ASS CARS",Y
BRN/PRD,2.0,Peoples first initial of names,"Brown Pride, race",N
GLC*48*/,2.0,Not on micro,Glock 48 hand gun,N
/FISHNFU/,3.0,Not on micro,FISH AND FUCK YOU,N
/HEDMSTR/,1.0,I am a school principal head master,Sexual,N
NOT/SOFT,1.0,The name of our business is not a soft target,Sexual,N
FORCE/FD,2.0,The car has foce induction feeing the motor,"Force Feed, potentially violent meaning",N
EFIN363/,3.0,"This is for elctronic fuel injected 363, size of engine",EFIN 363 sounds like Fucking 363,N
CYZMTRS/,1.0,Size Matters,"Size Matters, potentially sexual",N
ABSTACO,1.0,MY INITIALS AND THE ABBREVIATION FOR A TOYOTA TACOMA.,TACO,N
ANY1KLA,2.0,I HAVE THE NICEST LOOKING TRUCK,KLA LOOKS LIKE KILLA,N
AWD PSI,1.0,MY SUBARU IS AN ALL WHEEL DRIVE. PSI STANDS FOR PRESSURE. MY FACTORY TURBO BUILDS PRESSURE,PSI LOOKS LIKE A SEXUAL REFERENCE,Y
BK BIRD,2.0,BLACK BIRD,BK BLOOD KILLER OR BLACK BIRD,Y
BK9GEAR,2.0,THE NAME OF MY SMALL SIDE BUSINESS. BACK 9 GEAR,BK BLOOD KILLER,Y
BYRNER,2.0,NICKNAME,BURNER,N
CHULASS,3.0,PRETTY,LOOKS LIKE CUTE ASS CHULAS IS SPANISH FOR CUTE,N
DIE4QTR,2.0,DIE NAME OF COMAPNY IN QTR(QATAR COUNTRY),DIE,N
DMAGNTT,1.0,FIRST INITIAL AND LAST NAME,CUSTOMER NAME IS D. MAGNETT HOWEVER THIS LOOKS LIKE D AS IN DICK MAGNET,N
DMIRISH,3.0,HUSBANDS NAME,DAMN IRISH,N
DMMDNYL,3.0,"DMM"" MEANS DIRECTOR OF MEDICAL MANAGEMENT AND ""DNYL"" IS MY NAME DANIEL",DAMN DANIEL,N
DNT BTCH,3.0,DONUT BATCH,DON’T BITCH,N
DORF RN,2.0,NICKNAME AND CAREER,DWARF NURSE,N
D ROK818,2.0,DANIEL ROCKS MY AREA CODE,818 AREA CODE,N
DTH E8ER,2.0,SCREEN NAME,DTH E8ER DEATH EATER,N
D849O21,6.0,NOTHING JUST SOMETHING RANDOM YET SIMPLE,LOOK A LIKE,N
EF EWE2,3.0,FAMILY JOKE,FUCK YOU EFF YOU,N
EUROTIC,1.0,ANOTHER TERM FOR EUROPAN AND EXOTIC CARS,EURO EROTIC,Y
FK IT O1,3.0,FUNK IT #1,FUCK IT,N
FLIP 76O,2.0,"MY NAME IS PHILIP, AND MY NICKNAME IS FLIP. MY CAR IS A 1990 VOLVO 760T. FLIP FROM MY NAME AND THE 760 FROM MY CAR.",760 AREA CODE,Y
FN SLYR,3.0,"REPRESENT MY FAVORITE BAND. IN HONORING OF THE LATE GREAT JEFF HANNEMAN, SLAYER'S GUITARIST.",EFFIN SLAYER FUN SLAYER,N
G HAUS,2.0,RESTURANT IN FAIRFAX CA,G AS IN GANGSTER,N
G STATE,2.0,G STATE,G AS IN GANGSTER,Y
HABICHT,3.0,"FAMILY NAME, MEANS 'HAWK' IN GERMAN",HA BITCH,N
HA IDGAF,3.0,IT MEANS I DON'T CARE.,HA I DON’T GIVE A FUCK,N
HECKA55,3.0,HECK OF A 1955,COULD BE HECKA 55 ALSO LOOKS LIKE HECKA ASS,N
HEMI714,2.0,ENGINE OF CAR AND AREA CODE,714 AREA CODE,N
HOLYFCK,3.0,HOLY-MEANS (I AM A RELIGIOUS PERSON) F- MEANS (FAITH IN GOD) C- MEANS (CHRIST AS IN JESUS CHRIST),HOLY FUCK,N
HTSHTZ1,3.0,HOTSHOTZ COURIER SERVICE,LOOKS LIKE HOT SHOTS OR HOT SHITS,N
HUF4RTD,2.0,HAVE UNWAVERING FAITH (4) RESPECT THE DAY,WHO FARTED,N
ITFDB67,3.0,ITS TIME FOR DODGER BASEBALL 67TH AMD FINAL SEASON FOR THE GREAT VIN SCULLY.,FDB FUCK THAT BITCH,N
I 707 I,2.0,707 HORSE POWER,707 AERA CODE,Y
KLNSPRE,2.0,KILLING SPREE,KILLING SPREE,N
KYLSEAN,2.0,COMBINATION OF THE NAMES OF MY 2 SONS KYLE AND SEAN,KILL SEAN,N
KYLSTRK,2.0,KYLES TRUCK,KILL STREAK,N
LA 88,2.0,LOS ANGELES 1988. CITY OF BIRTH BORN IN 1988,88 HITLER REFERENCE,N
LGBTQ,2.0,GENDER DIVERSITY,LESBIAN GAY BISEXUAL TRANS QUEER ONLY PULLING AS CUSTOMER COULD BE TARGETED,Y
LOC 74,2.0,SAME LICENSE PLATE AS BROTHER WHO PASSED AWAY IN ILLINOIS.,LOC GANG REFERENCE,N
LOWWHOE,1.0,CUSTOM VEHICLE REPRESENTATION. ITS A TAHOE AND ITS LOWERED,HOE,N
LS3 HOE,1.0,MOTOR SIZE,HOE,N
MACS 10,2.0,INITIALS OF MY DAUGTHER NAME,MAC 10 GUN,N
MINI TT,1.0,MY CAR IS A MINI COOPER AND TT IS THE ABBREVIATION FOR MY NAME TIM TRAN,TT BREAST,N
MK65O,2.0,INITIALS AND MODEL,650 AREA CODE,Y
NEGRA 14,2.0,"BLACK TRUCK, YEAR 2014",14 GANG REFERENCE,N
N93OJF,6.0,THIS IS THE FAA TAIL NUMBER ON MY PRIVATE PLANE. PLEASE CENTER THESE 6 CHARACTERS ON THE PLATE! THANKS,LOOKS LIKE LEGACY SEQ.,N
OG CAMEO,2.0,ORIGINAL CAMEO PICKUP,OG ORIGINAL GANGSTER,N
OG FROG,2.0,I HAVE ALWAYS LIKED FROGS SO I'M THE ORIGINAL FROG LOVER,OG ORIGINAL GANGSTER,N
OQOQ888,6.0,MY GRANDFATHER INITIAL AND 3 8'S REPRESENT MY LUCKY NUMBER,LOOKS LIKE ALL DIGITS,N
OQQQOQQ,6.0,NONE,LOOKS LIKE ALL DIGITS,N
OSX4EVA,1.0,I AM SYSTEMS ADMIN AND USE MAC OS X. IT IS A TRIBUTE TO THE NAME OF THE SOFTWARE.,OH SEX FORVER,N
P2729O5,6.0,BIRTHDATES OF FAMILY MEMBERS,LOOK A LIKE,N
QSMYSS,3.0,KISS MY SS,KISS MY ASS,N
RB 1 OFF,1.0,GET THE DIRT OFF OF YOUR CAR,RUB ONE OFF MASTURBATE,N
REDCUBN,2.0,I HAVE RED HAIR AND AM CUBAN,RED CUBAN,Y
RTRD BUG,2.0,RAT ROD BUG,RETARD BUG,N
SEXY A5,1.0,GOOD LOOKING AUDI,LOOKS LIKE SECY AS,N
SHEBOB,1.0,SHELLY BOB,SHE BOB A SEXUAL TERM FELACIOUS ACTS,N
SNOBUNS,2.0,SNOBUNS STANDS FOR SNOW BUNNY AND THIS IS A TERM ONE USES ON THE SLOPES TO REFER TO A FEMALE SNOWBOARDER OR SKIER.,SNOW BUNNY SLANG FOR CAUCASION WOMAN,N
STEEL18,2.0,STEELER FAN,18 HITLER REFERENCE,N
SXTNINE,1.0,YEAR OF CAR,69 SEXUAL REFERENCE,N
THAT DC5,1.0,THAT CAR,LOOKS LIKE THAT DICK CUSTOMER INITIALS ARE D.C.,Y
TRAMP 1,1.0,MY DOG,TRAMP,N
TRK YEAA,3.0,TRUCK YEA A SONG,TRUCK YEAH FUCK YEAH,Y
TROY FTW,3.0,"TR0JAN GRADUATE: ""TROY FOR THE WIN""",FUCK THE WORLD,N
USCJO13,2.0,IM JOE FROM LOCAL 13 AND A USC FAN.,13 GANG REFERENCE,N
VTEC 13,2.0,VTEC IS THE SYSTEM DEVELOPED BY HONDA AND THE 13 IS THE YEAR OF THE CAR 2013,13 GANG REFERENCE,Y
WETSU 62,3.0,WE EAT THIS STUFF UP BATTLE SHIP NEW JERSEY BB62,WE EAT THIS SHIT UP,N
YOGA 88,2.0,DO YOGA BE HAPPY AND HEALTHY,88 HITLER REFERENCE,N
ZEROFKG,3.0,ZERO FOR KING GEORGE,O FUCKS GIVEN,N
1 SLW G,2.0,IT STANDS FOR ONE SLOW G. G STANDS FOR INFINITI G35 WHICH IS THE MAKE OF MY CAR.,G AS IN GANGSTER,Y
1ST MSLE,2.0,1ST MUSCLE CAR,1ST MISSILE,N
2BIG 4UA,1.0,MY 10 YEAR OLD SON CAME UP WITH THAT DUE TO THE FACT THAT I HAVE A,TOO BIG FOR YOU AYE?,N
2LTRFTW,2.0,2 LITERS FOR THE WIN,2 LITER FUCK THE WORLD,N
4335OR1,6.0,NO SPESIAL MEANING,LOOKS LIKE A COMMERCIAL,N
9549OY1,6.0,MY SILVERADO PLATE NUMBER,LOOKS LIKE A COMMERCIAL,N
MAKE $,1.0,I AM A THERAPIST WHO HELP PEOPLE CREATE BETTER RELATIONSHIPS AND THIS PLATE SYMBOLIZES MY LIFE WORK,MAKE LOVE,N
MACS668,2.0,,668 AREA CODE,Y
NMRK88,2.0,NAM MYOHO RENGE KYO,88 HITLER REFERENCE,N
DRF4LFE,2.0,DIRT ROAD FANATIC FOR LIFE,DWARF FOR LIFE,Y
JST 1 PMP,1.0,JUST 1 PUMP,JUST ONE PIMP JUST ONE PUMP,N
TATA X2,1.0,JUST 1 PUMP,TATA TIME 2 BREAST,N
MTRBUKR,3.0,MOMMA BUCK,MOTHER FUCKER MUTTER BUCKER,N
POP BOB,1.0,MY GRANDCHILDREN CALL ME POP BOB,SHOOT BOB,Y
SNO BNZ,2.0,LAST NAME AND VEHICLE TYPE,SNOW BUNNIES OR SNO BENZ,N
G RTRANS,2.0,,G AS IN GANGSTER,N
HEL BOND,2.0,,HELL BOUND,Y
MYOC 714,2.0,,714 AREA CODE,N
ND 18,2.0,,18 HITLER REFERENCE,N
VADER 18,2.0,,18 HITLER REFERENCE,N
714 RT78,2.0,,714 AREA CODE,N
3900 MK,6.0,,LOOK A LIKE BOAT,N
BK $ MI,2.0,,BK BLOOD KILLER,Y
B&S GOD,2.0,,LOOKS BULL SHIT GOD,N
AGRCSUC,1.0,alpha gamma rho chico,suck,N
BDAZ GZO,3.0,"in memory of my grandparents, bernard & azul gonzales. RIP",bad ass,N
BLACBTE,3.0,"black betty, the name of my car, from a song title","urban dictionary says back betty=heroin. This is a song, some of these are out, I found 1 unacceptable",N
BLSMBIL,1.0,blues mobile' designation from 'blues brothers' movie,balls,Y
CCBOOM,2.0,ccboom is my nickname,boom as in explosion,N
DAA BAUM,2.0,my last name,"the bomb, last name is Baum",N
DTH BELO,2.0,"death from below, a united states navy submarine force saying",death below,N
EVIL RD,2.0,car is red and evil looking,"evil red, red=gang color",Y
FIA TEO,3.0,grandchildren initials,"fuck it all, try everything once",N
GFK 1982,2.0,NO QUICKWEB,GFK=Ghostface Killah from Wu-Tang Clan (urban dictionary 41 up 12 down),N
GOT ITBS,3.0,got individual throttle bodies (car part) or game of thrones is the best show,b.s.=bull shit,N
HAIL53O,2.0,daughters name is hailey and her birthday,"530is area code for woodland, ca",N
HODIS BZ,3.0,hodis is my last name and my sons are benjamin and zachary,bz=beezy=bitch,N
ILUVTTZ,1.0,I love twin turbo z model of my car,"I love titties or tt=penis in Tagalog, no Audi has Nissan",N
IS JUICY,1.0,music enthusiast. Plate is in reference to a popular hip hop song,"juicy, sexual connotations",N
LVSPINK,1.0,color of car (elvis pink),loves pink=loves pussy,N
MY CRSTY,3.0,NO QUICKWEB,"crusty=dirty, trashy, slutty. Or maybe it's Christy?",N
OO DANGG,3.0,oh dang' dang is my last name haha,dang=euphemism for damn. Is customer last name,N
O456 FKR,3.0,NO QUICKWEB,fucker,N
PORKYYY,2.0,nickname,insulting,N
RICH MEX,2.0,rich Mexican,"insulting, implies all other Mexican people are poor?",Y
SSTHIZ,3.0,ss thiz,thizz=Bay Area slang for ecstacy (drug),N
SVDBY8 8,2.0,saved by 88,"88=hate symbol, no 1988 car",N
THBAGMN,2.0,nickname based off my last name,mafia- person who collects or carries or distributes illegal payoff money (dictionary.com) Baghdasarian is last name,N
TTWERK,1.0,it’s a popular dance.. I thinks it’s a creative license plate,tt=penis in Tagalog and twerk is a sexual dance,N
USA GOV,5.0,name,could be misconstrued as a government car,N
WETC6,1.0,wet refers to the shine of the paint. Example: 'the car is so clean it looks wet' c6 refers to the model of the corvette: the c6 corvette,wet can have sexual connotations,N
187CADI,2.0,are cadillac name,187=murder,N
619SAND,2.0,619 area code for san diego,619=san diego area code,N
65 ZERO,2.0,year model and my cars 'name',650 is Bay Area area code and the customer's area code. No 1965 vehicle on ani either,N
TISHAF,3.0,my first name and last initial,af=as fuck. Her meaning is true though,Y
F$HADA,3.0,nick name of last name,F+heart=fart or F=eff=fuck. Customer last name is Ferreira,N
$4SLAYR,2.0,love for the band slayer,"pulled for slayer, but it is a band",N
DOMECEO,1.0,Dome Printing Chief Executive Officer,"do me or Dome, it IS a local business",Y
DOMECFO,1.0,Dome Printing Chief Financial Officer,"do me or Dome, it IS a local business",Y
DOMECOO,1.0,Dome Printing Chief Operating Officer,"do me or Dome, it IS a local business",Y
