plate,review_reason_code,customer_meaning,reviewer_comments,status
NANO9MM,2.0,GIFT GRANDMA GAVE US,GUN,N
NICAPLZ,4.0,NICARAGUA PLEASE,NICA/NIGGA PLEASE,N
NOFGIVN,3.0,FAVORITE SONG OF GRANDPARENTS WEDDING,NO FUCKS GIVEN,N
O6TL51O,2.0,YEAR AND MODEL OF CAR AND AREA CODE,CA AREA CODE,N
PSYETR1,1.0,THESE ARE THE LETTERS OF ALL OF MY PETS,PUSSY EATER 1,N
PSYPHER,1.0,"IT’S A TERM FOR MUSIC, WHEN MORE THAN 1 PERSON TAKES TURNS SINGING BUT SPELLED A LITTLE DIFFERENT FOR STYLE",PUSSIFER…LUCIFER,N
SAMMY14,2.0,SAMMY 14,14-HITLER,N
SMOKE OG,2.0,SMOKE ORIGINAL,OG,N
SPORT 88,2.0,HONDA ACCORD SPORT 1988,HONDA ACCORD SPORT 1988,Y
STLRZ88,2.0,STEELERS 88,88-HITLER,N
TR8R H8R,2.0,CHARACTER IN STAR WARS THE FORCE AWAKENS. HE IS A TRAITOR HATER. YOU CAN GOOGLE IT IF YOU'D LIKE,TRAITOR HATER,N
VIVAS18,2.0,LAST NAME AND FAVORITE NUMBER,18-HITLER,N
WHYUH84,2.0,MEANING WHY DO SOME CERTAIN PEOPLE HAVE TO HATE MY CAR FOR,WHY DO YOU HATE FOR,N
XPRS310,2.0,EXPRESS INSTALLATIONS 310 AREA CODE,CA AREA CODE,N
1 FRSH G,2.0,1 CAR. FRESH CAR BECAUSE IT'S FIXED UP. INFINITY G35,G,N
13ACCRD,2.0,MODEL AND YEAR OF VEHICLE,13-GANG. COULDN'T VERIFY 2013,N
14ON41,2.0,NO MEANING. JUST INTERESTING TO SAY. ONE FOR ONE FOR ONE. EVERTYHING ELSE I TRIED WAS TAKEN,14-HITLER,N
14 ROCKY,2.0,2014 4 RUNNER NICKNAMED ROCKY BY MY KIDS,2014 4 RUNNER NICKNAMED ROCKY BY MY KIDS,Y
3RDNUT,1.0,3RDNUT IS A REGISTERED TRADEMARK THAT IS A METAPHOR FOR HUMAN COURAGE. I OWN THE TRADEMARK WEBSITE 3RDNUT.COM,THIRD CRAZY…. THIRD EJACULATION,N
415JOKR,2.0,415 IS A PERSONAL ANNIVERSARY DATE AND JOKR IS FOR JOKER THE BATMAN CHARACTER. MY CAR IS PURPLE,CA AREA CODE,N
415RSNS,2.0,INSTAGRAM NAME,CA AREA CODE,N
6PAPA88,2.0,PAPA IS WHAT MY GRANDCHILDREN CALL ME,88-HITLER,N
62N 4O8,2.0,MAXWELL SMART'S YELLOW CITROEN 2CV LICENSE PLATE IN GET SMART SEASON 4,CA AREA CODE,N
66T HMOB,2.0,RAIDER GROUP,MOB,N
7JXC88K,2.0,NO MEANING,88-HITLER,N
88MAXO1,2.0,SON'S BIRTHDAY AND DOGS NAME AND BIRTHDAY,88-HITLER,N
9O9KING,2.0,LA KINGS FAN,CA AREA CODE,N
OGDOAD$,2.0,IN GREEK IT MEANS EIGHT AND IS THE SAME SYMBOL FOR INFINITE. WHICH WOULD GIVE IT THE MEANING INFINITE LOVE. TO MY OGDOAD IS FAMILY SO IT MEANS FAMILY OF LOVE,OG,N
$OURCHP,5.0,MY SON IS A CHP OFFICER AND I LOVE OUR CHP. I HAVE TREMENDOUS RESPECT,CHP,N
7OHSSV,3.0,NUMBER/IDENTIFYER OF AIRPLANE I FLEW WHEN I WAS IN THE AIR FORCE,ASSHOL (BACKWARDS),N
CEXDRIV,1.0,NAME OF BOAT,SEX DRIVE,N
CZNTACO,1.0,IN MEMORY OF MY MOM,TACO,N
FKURCRW,3.0,DREAM,FUCK YOUR CREW,N
JBRWN88,2.0,MY NAME AND YEAR I GRADUATED FROM HIGH SCHOOL,88-HITLER,N
NOKKIEZ,1.0,NOOKIES HAS BEEN OUR DAUGHTERS NICKNAME SINCE SHE WAS A BABY,NOOKIE….SEX,N
ORIGNL G,2.0,ORIGINAL GELANDEWAGEN (G WAGEN),G,N
PB7 AK47,2.0,MY VILLAGE AREA CODE,GUN,N
1UBER DK,3.0,I AM AN UBER DRIVER AND MY NICKNAME FOR RICHARD IS DICK SO HENCE I'M THE BEST DRIVER NUMBER 1 UBER DICK,ONE UBER DICK,N
SJMC 14,2.0,SAN JOSE MOTORCYCLE CLUB 2014,14-HITLER,N
ANGEL13,2.0,7PRN057,13-GANG,N
CHECH13,2.0,MY NICKNAME AND BIRTHDAY,13-GANG,N
HOLYHEL,3.0,HOLY HELL,HOLY HELL,N
JIJA13,2.0,MY NICKNAME AND LUCKY NUMBER,13-GANG,N
LION818,2.0,MY ASTROLOGICAL SIGN AND BIRTHDAY,CA AREA CODE,N
MANIGA2,2.0,FAMILY LAST NAME 2ND GENERATIONJ,MA/MY NIGGA.. LAST NAME IS HALL,N
WTFUWNT,3.0,PERSONAL MANTRA-WAIT FOR WHAT YOU WANT,WHAT THE FUCK YOU WANT,N
Z31OXO,2.0,Z IS FAVORITE LETTER,CA AREA CODE,N
8O5ROVR,2.0,AREA CODE AND MAKE OF VEHICLE,CA AREA CODE,N
LABEL88,2.0,MY DAUGHTERS NAME AND BIRTH YEAR,88-HITLER,N
H8TR AID,2.0,DON’T BE JEALOUS,HATER,N
TAPNRAM,1.0,TAP IS SHORT FOR MY LAST NAME AND IT IS A RAM TRUCK,LAST NAME TAPERT. COULDN'T VERIFY RAM VEHICLE,N
22 36 G,2.0,FAMILY BIRTHDAYS AND FIRST LETTER OF LAST NAME,G. LAST NAME IS GRIFFITH,N
CH18LEY,2.0,FAMILY NICKNAME IN MY FATHERS NAME,18-HITLER,N
AKONI88,2.0,AKONI IS HAWAIIAN NAME FOR ANTHONY,88-HITLER,N
BOMB TC,2.0,I AM A BOMB TECHNICIAN. I TAKE BOMBS APART FOR MY JOB. BOMB TC IS SHORT FOR BOMB TECHNICIAN,BOMB,N
CAPT OG,2.0,SHORT FOR CAPTAIN OGANESYAN. MY NAME,OG,N
CYN14,2.0,NAME AND FAVORITE NUMBER,14-HITLER,N
ECCL3 13,2.0,ECCLESIASTES 3:13,13-GANG,N
IDFWU G,3.0,I DON’T FEEL WE UNDERSTAND GOD,I DON’T FUCK WITH YOU,N
JBDBZ13,2.0,SOME OF MY INTIALS AND FAVOITE CARTOON LETTERS. DRAGON BALL Z (DBZ),13-GANG,N
KLLR Z28,2.0,NICE CAMARO Z28,KILLER,N
LUV2FYB,3.0,LOVE TO FREE YOUR BRAIN,FUCK YOUR BITCH,N
MINI AF,3.0,I DRIVE A MINI COOPER AND I SUPPORT THE AIR FORCE (I DO A LOT OF WORK FOR THEM AND I AM CLOSE TO A LOT OF AIRMEN),AS FUCK,N
N5O4LA,2.0,HOME ORIGIN CITY STATE AND AREA CODE,CA AREA CODE,N
USPS714,2.0,UNITED STATES POSTAL SERVICE IN ORANGE COUNTY,CA AREA CODE,N
YEEY831,2.0,ITS MY CLAN NAME FOR CALL OF DUTY,CA AREA CODE,N
14FTYPE,2.0,CAR IS A 2014 JAG F TYPE,CAR IS A 2014 JAG F TYPE,Y
5ES 323,2.0,INITIALS AND BIRTHDAY,CA AREA CODE,N
831YEEY,2.0,ITS MY CLAN NAME FOR CALL OF DUTY,CA AREA CODE,N
8H8PEPL,2.0,I HATE PEOPLE,HATE,N
EVOX WTF,3.0,THIS PLATE IS THE MODEL OF THE CAR MADE BY MITSUBISHI AND THE INITIALS OF MY FAMILY MEMBERS THAT HELP ME BUILD IT. I JUST WANT TO INCORPORATE THAT IN MY LICENSE PLATE.,WHAT THE FUCK,N
SHTR FL,3.0,"""SHOUTER"" FOR LIFE",SHITTER FULL,N
GUNNAR,2.0,THIS IS A TYPICAL DANISH NAME. IT IS MY MIDDLE NAME AND MY DADS NAME. MOST OF MY FRIENDS CALL ME THIS,GUNNER,N
DOST 88,2.0,MY COMPANY NAME AND LUCKY NUMBER,88-HITLER,N
DROPN U,2.0,LEAVING YOU BEHIND,KNOCK SOMEONE OUT.,N
EF TRUMP,3.0,THE FAMILY FISH NAME THAT DIED ERICK FERNANDO TRUMP,FUCK TRUMP,N
ELEFYNO,3.0,WHAT DO YOU GET WHEN YOU MIX AN ELEPHANT AND A RHINO? AN ELEFYNO,WHAT DO YOU GET WHEN YOU MIX AN ELEPHANT AND A RHINO? AN ELEFYNO,Y
EVOIX88,2.0,MODEL OF MY CAR AND YEAR I WAS BORN,88-HITLER,N
FTW GT,3.0,FOR THE WIN GT,FTW,N
GOATNUT,1.0,WE HAVE A GOAT HERD NAMED NUTTY FOR GOATS,GREATEST OF ALL TIME NUT,N
GT FTW,3.0,GT FOR THE WIN,FTW,N
HOT MUFN,1.0,IT’S A NICKNAME THAT I CALL MY WIFE,MUFF/MUFFIN- VAGINA,N
JATT4O8,2.0,LAST NAME AND AREA CODE I WAS BORN,CA AREA CODE,N
JDIHNTR,2.0,JEDI HUNTER. THE VEHICLE'S NICKNAME IS BOBA FETT (STAR WARS),JEDI HUNTER. THE VEHICLE'S NICKNAME IS BOBA FETT (STAR WARS),Y
NWA IE,2.0,COMPANY NAME,NWA,N
NYC FD,5.0,NEW YORK CITY FIRE DEPT,NEW YORK CITY FIRE DEPT,Y
OG FURY,2.0,ODL GUYS FURY. BOUGHT IT OFF AN OG AND NOW IT'S BACK ON THE ROAD AGAIN,OG,N
PSS AUF,3.0,INITIALS OF FAMILY MEMBERS,PISS OFF,N
V88V88V,2.0,VARIATION OF V8 ENGINE,88-HITLER,N
13 LEAPS,2.0,MY HUSBAND IS A LEAP YEAR BABY. I BOUGHT HIM THIS CORVET ON HIS 13TH BIRTHDAY. HE IS 52.,13-GANG,N
2 DUSHI,2.0,DUSHI MEANS SWEET IN PAPIMENTO (ARUBA) WHIS IS OUR NAME,TOO DOUCHIE,N
88FIVEO,2.0,1988 MUSTA 5.0,1988 MUSTA 5.0,Y
46 AF,3.0,I WAS A CH-46 AIR FRAME MECHANIC WHILE IN THE USMC. 46 IS THE TYPE OF HELICOPTER,AS FUCK. CUSTOMERS INITIALS,N
BA G LYF,2.0,I WOULD LIKE THIS BECAUSE MY CAR IS ON AIR RIDE SUSPENSION. I'VE ALSO HAD ON A GOOD MAJORITY OF ALL MY PAST VEHICLES.,BAG LIFE… OR BADASS G LIFE,N
88HHH88,2.0,CHINESE LUCKY NUMBER 8 WITH MY LAST NAME INITIAL,88-HITLER,N
8O5FAST,2.0,AREA CODE FAST,CA AREA CODE,N
AK MUSIC,2.0,I SING AND WRITE MUSIC. MY INITIALS ARE AK.,AK AS IN GUN,N
BUSTNDK,1.0,BUSTING DECAY ( DENTIST),BUSTIN DICK,N
B 18 CT,2.0,INTEGRA MOTOR WITH TURBO,18 HITLER REFERENCE,N
CH911EF,5.0,CHEF 911,911 EMERGENCY,N
DO7D13S,2.0,"MOTHER AND FATHERS BDAYS, BOTH BOUGHT ME THIS CAR FOR BECOMING A DDS","MOTHER AND FATHERS BDAYS, BOTH BOUGHT ME THIS CAR FOR BECOMING A DDS",Y
GOODPIG,5.0,"MY CLASSIC CAR IS KNOWN AS THE PIG, AND MINE IS MUCH BETTER THAN THE REST, SO IT'S THE GOOD PIG!",GOOD PIG.. TAUNTING COPS LIKE GOOD BOY,N
G ROLL,2.0,MY NICKNAME,G AS IN GANGSTER,N
HYPNO D,1.0,I'M A HYPNOTIST. MY NAME IS DEBI.,"HYPNOTIQ D , COULD BE A SEXUAL REFERENCE OR REFERE TO CUSTOMER FIRST INITIAL",N
INOYUH8,2.0,I KNOW WHY YOU HATE.,I KNOW YOU HATE,N
LABLU C4,2.0,LOS ANGELES BLUE CODE 4,BLUE,N
LT14FUN,2.0,THE 2016 CHEVROLET CAMARO SS COMES STANDARD WITH THE CORVETTE LT1 ENGINE. I BOUGHT THE CAMARO THIS PLATE WILL GO ON JUST TO HAVE FUN WITH.,THE 2016 CHEVROLET CAMARO SS COMES STANDARD WITH THE CORVETTE LT1 ENGINE. I BOUGHT THE CAMARO THIS PLATE WILL GO ON JUST TO HAVE FUN WITH.,Y
MKC 13,2.0,MICHAEL KARLA CRIMSON - ANNIVERSARY DATE,13 GANG REFERENCE,N
NASA FTW,3.0,NASA (NATIONAL AERONAUTICS AND SPACE ADMINISTRATION) FTW (FOR THE WIN)!,FTW FUCK THE WORLD,N
NHEL 88,2.0,MY HUSBAND NICK NAME,88 HITLER REFERENCE,N
NOBDYMV,2.0,NO BODY MOVE,NOBODY MOVE TERM USED DURING A STICK UP OR CRISIS,N
OG TOY,2.0,OLD TOY 1965,OG ORIGINAL GANGSTER,N
OKIES,2.0,"A LESS FORMAL WAY OF SAYING OKAY. IT IS GIVEN AS A CHEERFUL, BRIGHT... LESS INTIMIDATING RESPONSE. TOP DEFINITION FROM URBAN DICTIONARY",A DEROGATORY TERM USE FOR FARMLAND PEOPLE,N
OMW2FRN,3.0,PERSONAL,ON MY TO FUCK …,N
PEWPEW2,2.0,MILITARY SAYING,GUN SOUNG,N
PORKER,2.0,IT'S MY PORSHCE'S NICKNAME. PORSCHE = PORKER,A TERM USED FOR OVERWEIGHT PEOPLE,N
RYDMY SS,3.0,RIDE MY SS...FOR MY NEW CHEVY CAMARO SS.,LOOKS LIKE RIDE MY ASS,N
SAVGE AF,3.0,"CRAZY, NO CHILL",SAVAGE AS FUCK,N
UKIS MY6,3.0,I HAVE 6 KIDS,LOOKS LIKE YOU KISS MY ASS,N
XXXI888,1.0,I LIKE TRIPLE X'S AND TRIPLE 8 IS MY LUCKY NUMBER,XXX SEXUAL REFERENCE,N
ZR1 KLLR,2.0,KILLER LOOKING ZR1 CORVETTE,KILLER,N
1OERGY9,1.0,TABLE TENNIS RUBBER NAME,LOOKS LIKE ORGY,N
$GOGI13,2.0,MY HUSBAND'S NAME,13 GANG REFERENCE,N
13B2P,2.0,MILITARY OCCUPATION CODE,13 GANG REFERENCE,N
AHH RED,2.0,LOVING THE RED ON MY NEW CIVIC!,LOVING THE RED ON MY NEW CIVIC!,Y
BLEUFLY,2.0,PERTAINS TO COLOR OF THE CAR AND WHERE I WORK,PERTAINS TO COLOR OF THE CAR AND WHERE I WORK,Y
DICK OUT,1.0,CELEBRATION OF MY SON MOVING OUT OF THE HOUSE,DICK,N
FTL SPD,2.0,FASTER THAN LIGHT SPEED,FATAL SPEED,N
GUN FU,2.0,"AMERICAN MIXED MARTIAL ART, FOUNDED IN THE 1960'S BY ""ARCHIE"" ARCHIBEQUE",GUN,N
MRDRTWN,2.0,MISTER DOCTOR TWIN. INSIDE JOKE BETWEEN FRIENDS.,MURDER TOWN,N
SUHBIHH,3.0,"PRONUNCIATION FOR ""SUBIE"" WHICH IS SHORT FOR SUBARU WHICH IS THE MAKE OF THE CAR",SUP BITCH,N
WARCAT,1.0,THE CAR IS A HELLCAT IN A WAR TIME THEME LOOK,THE CAR IS A HELLCAT IN A WAR TIME THEME LOOK,Y
ARIAS13,2.0,LAST NAME LUCKY NUMBER,13-GANG,N
BELLA88,2.0,NAME OF OUR PET PUPPY,88-HITLER,N
BR8KNEX,2.0,EX BREAK DANCER,BREAK NECKS,N
BTPLUGN,1.0,THIS PLATE IS FOR MY PLUG-IN PRIUS,BUTT PLUGGIN,N
COPNOPE,5.0,I DRIVE A RETIRED CROWN VICTORIA POLICE INTERCEPTOR AND I WANT TO EMPHASIZE THAT I'M NOT A COP,COP,N
C7R 31O,2.0,CORVETTE C7R BUILD NUMBER 310,CA AREA CODE,N
DBA RED,2.0,DBA-DAN BRUNN ARCHITECTURE. RED-THE OFFICIAL COLOR FOR THE COMPANY,DOING BUSINESS AS RED,N
DIK2BIG,1.0,"DIK STANDS FOR DATA, INFORMATION AND KNOWLEDGE. 2BIG BECAUSE IN THE STEPS OF THOSE THREE WORDS ANYONE CAN OVERCOME ANYTHING",DICK TOO BIG,N
DMNDANL,3.0,I'M A OPERATOR ENGINEER ON DAMS AND OTHER PUBLIC WORKS PROJECTS AND MY NAME IS DANIEL,DAMN DANIEL,N
DSNYSLT,1.0,"I AM A HUGE DISNEY FAN AND I LOVE TINKER BELL, SO FOR ME IT MEANS DISNEY'S LITTLE TINK… LITTLE TINK IS ALSO A NICKNAME OF MINE",DISNEY SLUT,N
FOZWR88,2.0,"FOZ FOR FORESTER, WR-INITIALS, 88 YEAR I WAS BORN",88-HITLER,N
GUN NUT2,2.0,GUN NUT 2,GUN,N
I DOIT69,1.0,I LIKE TO DRIVE CARS IN 1969,COULDN’T VERIFY 1969,N
MADCHPS,5.0,NAME OF MY BUSINESS MAD CHOPS,CHP,N
NERDY AF,3.0,ANIME FAN,AS FUCK,N
NUKER,2.0,MY NICKNAME,NUKER IS A CHARACTER FROM A VIDEO GAME….,N
PHUQYUU,3.0,ANCIENT THAI PROVERB FOR HEATH AND VITALITY,FUCK YOU,N
SHEIGHT,3.0,MY CAR 'SHE IGHT',SHIT,N
SJDMJ13,2.0,INITIALS OF MY KIDS,13-GANG,N
SLW ASF,3.0,"I ALWAYS HAD THE SLOW CAR GROWING UP AND ""SLOW AS IF"" IS A QUOTE I LIKE FROM A MOVIE I GREW UP WATCHING",AS FUCK,N
SNIPER J,2.0,XBOX 360 VIDEOGAME,SNIPER,N
SRTLMAO,3.0,NOT FOND OF SRT PRODUCTS,LAUGH MY ASS OFF,N
TACOGNG,2.0,IT MEANS A TOYOTA TACOMA,TACO/GANG,N
WUDAFUQ,3.0,THIS PLATE IS IN HONOR OF MY LATE GRANDPARENTS. WILLIAM AND URSULLA DAFUQUE. I AM PUTTING THE PLATE ON THE 56 CHEVY STEPSIDE TRUCK THAT THEY PREVIOUSLY OWNED.,FUCK,N
YGA BTCH,3.0,YOGA,YOGA BITCH,N
2FINGRS,3.0,2 FINGERS IS MY NICKNAME,SEXUAL?,N
2 NABOO,2.0,REFERENCE TO STAR WARS. FAVORITE MOVIE,REFERENCE TO STAR WARS. FAVORITE MOVIE,Y
31O PONY,2.0,310 HP MUSTANG,310 HP MUSTANG,Y
4O8SHRK,2.0,SAN JOSE SHARK,CA AREA CODE,N
657YODA,2.0,DATE OF BIRTH AND YODA JEDI,CA AREA CODE,N
69 FAC B,1.0,69-MODEL. FAC B-SHORT FOR MY BUSINESS NAME,COULDN’T VERIFY 1969,N
FCKIRQ,3.0,"3/7 WAS THE FORWARD COMPANY KILO IN HUSAYNA IRAQ, WHERE ONE OF OUR MARINES EARNED MEDAL OF HONOR",FUCK IRAQ,N
AUTOPIG,5.0,"AUTOMOBILE PIG. LIKE A PIG, IT LIKES MUD",PIG,N
DAMDANI,3.0,DAMN DANI,DAMN DANI,N
FN2I88,2.0,STAR WARS REFERENCE. STORMTROOPER NUMBER,88-HITLER,N
HEY ASSO,3.0,AS SO IT BEGINS. ITS ON MY MERCEDES BENZ AND EVERYONE TEASES ME ABOUT BUYING A MERCEDES,HEY ASSHOLE,N
MOU 5O,5.0,NAME AND AGE,50,N
1YAOYA5,3.0,ITS MY UNITS MOTTO IN THE MARINES,"IYAOYAS - ""IF YOU AIN'T ORDANCE, YOU AIN'T SHIT""",N
KSV 13,2.0,"THE INITIALS FOR MY KIDS AND THEIR LAST NAME. KAIN, SOFIA, VELASCO. AND MY FAVORITE NUMBER",13-GANG,N
SACREDG,2.0,SACRED GEOMETRY,G,N
BD ASSC7,3.0,no micro,BAD ASS,N
BSTDEVR,1.0,no micro,BEST DICK EVER,N
BUMBAI,2.0,no micro,no micro,Y
DLUXE69,1.0,no micro,DELUXE 69,N
GO ARSNL,2.0,no micro,GO ARSENAL WEAPONRY,N
MRG 13,2.0,no micro,13 GANG REFERENCE,N
UPUPUPU,2.0,no micro,YOU POO POO LAST NAME PU,N
4EV88JJ,2.0,no micro,88 HITLER REFERENCE,N
442 A68,2.0,no micro,442 AREA CODE,N
51 BLUE,2.0,no micro,no micro,Y
64 MOBBN,2.0,no micro,MOBBIN,N
8MAMBA8,2.0,no micro,88 HITLER REFERENCE,N
415FLHX,2.0,no micro,415 AREA CODE,N
TRIRED$,2.0,no micro,no micro,Y
HH6OF,2.0,no micro,HH HITLER REFERENCE,N
WE NUTTS,1.0,no micro,no micro,Y
DARWIN14,2.0,NAME AND BIRTHDAY,14-HITLER,N
DAYUM,3.0,MY NICKNAME,DAMN,N
DMON51O,2.0,DEMON. AREA CODE 510,CA AREA CODE,N
DOUBL G,2.0,NICKNAME,G,N
DR NUKE,2.0,IT’S A SHORTER VERSION OF MY ONLINE IDENTITY SINCE 1979 (BEFORE THE INTERNET REVOLUTION),NUKE,N
DTF LOL,1.0,"DRIVING TIL FRIDAY. BECAUSE OF MY JOB, I DRIVE EVERY DAY",DOWN TO FUCK,N
EL OSO69,1.0,MY HIGH SCHOOL NICKNAME,COULDN'T VERIFY 69 VEHICLE,N
FFEKING,3.0,FURNITURE FIXTURE EQUIPMENT KING,FUCKING,N
G LUCK,2.0,SHORT FOR GOOD LUCK,G,N
JPMV 13,2.0,FAMILY NAMES AND LUCKY NUMBER,13-GANG,N
MYGTHNG,2.0,IT MEANS MY G THING IT’S A MERCEDEZ G WAGON,G THING,N
OGCHUCK,2.0,OLD GUARD CHUCK,OG,N
SALM 18,2.0,PSALMS 18,PSALMS 18,Y
SF415CA,2.0,I WAS BORN AND RAISED IN SAN FRANCISCO. I AM VERY PRIDEFUL OF GROWING UP THERE AND LOVE THE CITY. 415 IS THE SAN FRANCISCO ORIGINAL AREA CODE. MY HOME IS MY IDENTITY.,CA AREA CODE,N
TACOPLS,1.0,TACO PLEASE,TACO,N
WETT YET,1.0,ARE YOU WET,WET,N
5O4BABY,2.0,504 IS THE AREA CODE FOR NEW ORLEANS LA. BABY IS A TERM OF ENDEARMENT USED BY NEW ORLEANIANS,504 IS THE AREA CODE FOR NEW ORLEANS LA. BABY IS A TERM OF ENDEARMENT USED BY NEW ORLEANIANS,Y
6SPD HOE,2.0,SIX SPEED TAHOE,HOE,N
H8TER,2.0,A NICKNAME MY MOTHER GAVE ME AS A CHILD,HATER,N
BALUGA,2.0,WHITE WHALE,DARK SKINNED TRIBESMAN IN THE PHILIPPINES,N
AAHAN14,2.0,MY SON NAME AND DOB,"14=HATE SYMBOL, NO 2014 CAR",N
AUTOBUT,1.0,AUTOBUTS IS FROM THE SERIES CARTOON AND MOVIES OF THE TRANSFORMERS WHO FIGHTS FOR THE GOOD OF THE ONE RACE AGAINST THE DECEPTICONS,"pulled for 'butt'. Someone already has ""AUTOBOT""",N
BFDSDSF,3.0,BAKERSFIELD SAN DIEGO SAN FRANCISCO,BFD=BIG FUCKING DEAL,N
BLKY 124,2.0,MY DOGS NAME AND BIRTHDAY,"BLACKY, RACIAL SLUR",N
BLWN ONE,1.0,NO MEANING ON QUICKWEB YET,"BLOWN, SEXUAL CONNOTATIONS",N
CAPPGUN,2.0,THE NAMES OF MY DOGS PUT TOGETHER,cap gun,N
DANGTSX,3.0,NAME OF THE CAR,NAME OF THE CAR,Y
DBL TAP,2.0,NO MEANING ON QUICKWEB YET,NO MEANING ON QUICKWEB YET,Y
DM PORS,3.0,MY NAMES,MY NAMES,Y
EATITH,1.0,MY NAME WITH A LITTLE CHANGE (EDITH),"PULLED FOR EAT, HER NAME IS EDITH",N
EL TUNA,1.0,NO MEANING ON QUICKWEB YET,TUNA CAN HAVE A SEXUAL CONNOTATION,N
FAMRR14,2.0,IT IS FOR FAMILY REYESRIZO AND THE DATE OF ANNIVERSARY.,"14=HATE SYMBOL, NO 2014 CAR",N
FERGS14,2.0,FERGUSON'S 2014,FERGUSON'S 2014,Y
FSH HKT,2.0,FISH HOOKED ON LINE...CATCHING FISH,FISH HOOKED ON LINE...CATCHING FISH,Y
FUKADUK,3.0,"ALL FAMILY MEMBERS INITIALS FREDDY,ULYSSIS, KAREN, ADAM, DAVID, URSULA,KENNY",FUCK A DUCK,N
GATO B,1.0,NO MEANING ON QUICKWEB YET,"GATO=CAT IN SPANISH, CAT=PUSSY. NO CAT CAR",N
GLAZO14,2.0,"G FOR MY NAME GINA, LAZO IS MY LAST NAME, 14 IS MY LUCKY NUMBER",14=HATE SYMBOL. NO 2014 CAR ON ANI,N
HA8 P6,2.0,KEEP DISTANCE PLEASE,HATE (GOOGLE SAYS P6 IS A TESTOSTERONE BOOSTING SUPPLEMENT),N
HUMMR,1.0,NAME OF VEHICLE MAKE THE PLATE IS GOING ON,"no Hummer on ani, sexual connotations",N
HUSLING,2.0,NO MEANING ON QUICKWEB YET,"hustling can mean making money by selling anything.. Drugs, your body, etc",N
H8MERUN,2.0,HOMERUN,HOMERUN,Y
IHA8PPL,2.0,I HAVE ABOUT 8 PEOPLE. I AM THE MOTHER OF 8 CHILDREN,hate,N
IM OREO,2.0,OREO IS MY PERSONAL NAME FOR MY CAR SINCE IT'S BLACK AND WHITE.,"OREO CAN BE RACIALLY OFFENSIVE, BLACK ON THE OUTSIDE, WHITE ON THE INSIDE",N
JEFE444,2.0,JEFE STANDS FOR BOSS AND 444 STANDS FOR THE HORSEPOWER.,"chief, could mean gang chief",N
KRAZEK9,2.0,DOG CRAZY,DOG CRAZY,Y
MERCI PD,4.0,MERCI IS SHORT FOR MERCEDES AND P STANDS FOR PAVEL AND D FOR DEBORAH,MERCY POLICE DEPARTMENT,N
MRDRTRD,2.0,IT'S A BLACK 4RUNNER,MRDR=MURDER,N
OG 93GMC,2.0,MY INITIALES.YEAR AND MAKE OF THE VEHICLE.,"OG=ORIGINAL GANGSTER. ALSO, CUSTOMER'S INITIALS",N
PHAT PIG,4.0,"ORDERED IN SPU, NOT ON QUICKWEB YET",THIS CUSTOMER ALREADY HAD THIS ON A HARLEY(refl m/c was surr/cancel 4/15/16) BUT THIS IS A LEGACY AUTO PLATE(keyed in SPU 4/19/16),N
P2RTOP,1.0,NO MEANING ON QUICKWEB YET,NO MEANING ON QUICKWEB YET,Y
RAN 69,1.0,NO MEANING ON QUICKWEB YET,NO 1969 VEHICLE ON ANI,N
RAYA 805,2.0,NO MEANING ON QUICKWEB YET,805 IS SANTA BARBARA AREA CODE,N
RN4 LYFE,2.0,FOR THE NFL,FOR THE NFL,Y
SFUXELA,3.0,NO MEANING ON QUICKWEB YET,"fucks, customer is in Canoga Park (LA, not SF)",N
S I G G,2.0,NAME OF CAR,"SIG, SHORT FOR SIG SAUER- A GUN",N
SKDMARK,3.0,RACING SLANG,SHIT STAIN IN YOUR UNDERWEAR; SKIDMRK IS MARKED UNACCEPTABLE,N
SLOW AFF,3.0,"THE VEHICLE THIS PLATE WILL BE PUT ON IS SLOW COMPARED TO OTHER VEHICLES OF ITS CLASS, SO THIS PLATE IS POKING FUN AT THAT FACT.","SLOW AS FUCK, OR AS FUCKING FUCK",N
SOBER CP,4.0,NO MEANING ON QUICKWEB YET,SOBER COP? CP IS CUSTOMER'S INITIALS,N
SRT8HTR,2.0,CHRYSLER 300 SRT8,HATER,N
SS 213,2.0,"THIS IS A SONG FROM A HEAVY METAL BAND. THE BANDS NAME IS SLAYER, AND THE SONGS NAME IS 213.",pulled for 213=area code but this is a disturbing song from Slayer. 213 is a reference to Jeffrey Dahmer's apartment number.,N
STOONAD,2.0,"NY DIALECT FOR ITALIAN WORD ""STONATO,"" MEANING ""TONE DEAF,"" BUT USED IN CONTEXT OF ""CRAZY/SILLY"". MY PARENTS USED IT SO OFTEN I THOUGHT IT WAS MY NAME. :)",means 'moron' or stupid or crazy in Italian. STUNAAD is marked unacceptable. STUNAD is expired.,N
STRNGLR,2.0,NO MEANING ON QUICKWEB YET,STRANGLER. AS IN SOMEONE WHO SQUEEZES THE NECK OF SOMEONE IN ORDER TO KILL THEM?,N
STR8BLU,2.0,DODGERS ALL THE TIME,BLUE=GANG COLOR,N
TAKO TRK,1.0,NO MEANING ON QUICKWEB YET,TACO=FEMALE ANATOMY…,N
